Co_Ref,Time_to_Renewal,crm_accreditation_completed,crm_timely_completion,crm_progress_towards_accreditation,crm_delays_in_accreditation,crm_contractor_suggested_leave,crm_contractor_engagement,crm_contractor_sentiment,crm_contractor_sentiment_score,crm_dts_or_ssip_mentioned,crm_customer_payment_intention,crm_competitors_mentioned,crm_membership_level,crm_platform_issues_raised,crm_agent_chased_contractor,crm_agent_chase_count,crm_accreditation_issues,crm_membership_overdue,crm_auto_renewal_status,crm_dissatisified_with_renewal_price,crm_customer_complained,crm_refund_mentioned,crm_negative_customer_experience,crm_dissatisfaction_with_support,crm_financial_hardship_mentioned,year
kd7122,prior_year,yes,no,yes,no,no,yes,neutral,50,yes,yes,yes,in progress,no,no,0,yes,not discussed,0,not discussed,no,no,no,no,not discussed,2025
un0541,prior_year,no,not discussed,yes,no,no,yes,neutral,50,yes,yes,yes,in progress,no,no,0,yes,not discussed,0,not discussed,no,no,no,no,no,2025
xz5395,prior_year,no,not discussed,yes,no,no,yes,neutral,50,yes,not discussed,yes,in progress,no,no,0,yes,not discussed,0,not discussed,no,no,no,no,not discussed,2025
fa5604,prior_year,yes,not discussed,yes,no,no,yes,neutral,50,yes,not discussed,yes,in progress,no,no,0,yes,not discussed,0,not discussed,no,no,no,no,not discussed,2025
cd8851,45_out,no,not discussed,yes,no,no,yes,neutral,50,yes,not discussed,yes,in progress,no,no,0,yes,not discussed,0,no,no,no,no,no,not discussed,2025
rb6635,45_out,yes,not discussed,not discussed,no,no,yes,neutral,50,yes,not discussed,yes,in progress,no,no,0,yes,not discussed,0,not discussed,no,no,no,no,not discussed,2025
bf3302,pre_renewal,no,not discussed,yes,no,no,yes,neutral,50,yes,yes,yes,in progress,yes,no,0,yes,not discussed,0,yes,no,no,no,no,no,2026
to1114,prior_year,no,not discussed,yes,no,no,yes,neutral,50,yes,yes,yes,in progress,no,no,0,yes,not discussed,0,yes,no,no,no,no,not discussed,2025
ei7947,45_out,no,not discussed,yes,no,no,yes,neutral,50,yes,yes,yes,in progress,no,no,0,yes,not discussed,0,no,no,no,no,no,not discussed,2025
fh2989,45_out,yes,not discussed,yes,no,no,yes,neutral,50,yes,not discussed,yes,in progress,no,no,0,yes,not discussed,0,not discussed,no,no,no,no,not discussed,2025
re9400,pre_renewal,not discussed,not discussed,not discussed,no,no,yes,neutral,50,yes,not discussed,not discussed,in progress,not discussed,no,0,yes,not discussed,0,not discussed,no,no,no,no,not discussed,2025
ly7908,pre_renewal,no,not discussed,yes,no,no,yes,neutral,50,yes,yes,yes,in progress,no,yes,1,yes,not discussed,0,not discussed,no,no,no,no,no,2025
ey2578,45_out,no,no,yes,no,no,yes,neutral,50,yes,not discussed,yes,in progress,no,yes,1,yes,not discussed,0,not discussed,no,no,no,no,no,2025
hn4467,45_out,yes,no,yes,no,not discussed,yes,neutral,50,yes,not discussed,yes,in progress,no,yes,1,yes,not discussed,0,no,no,no,no,no,no,2025
hs7369,prior_year,yes,no,yes,no,no,yes,neutral,50,yes,not discussed,yes,in progress,no,yes,1,yes,not discussed,0,not discussed,no,no,no,no,no,2025
he7047,prior_year,no,not discussed,yes,no,no,yes,neutral,50,yes,not discussed,yes,in progress,no,yes,1,yes,not discussed,0,not discussed,no,no,no,no,no,2025
vk4408,prior_year,no,no,yes,no,no,yes,neutral,50,yes,not discussed,yes,in progress,no,yes,1,yes,not discussed,0,not discussed,no,no,no,no,no,2025
af1667,prior_year,yes,no,yes,no,no,yes,neutral,50,yes,not discussed,yes,in progress,no,yes,1,yes,not discussed,0,not discussed,no,no,no,no,no,2025
lz7967,45_out,yes,no,yes,no,no,yes,neutral,50,yes,not discussed,yes,in progress,no,yes,1,yes,not discussed,0,no,no,no,no,no,not discussed,2025
qs3372,prior_year,no,no,yes,no,no,yes,neutral,50,yes,not discussed,yes,in progress,no,yes,1,yes,not discussed,0,not discussed,no,no,no,no,not discussed,2026
gh9168,prior_year,no,not discussed,yes,no,no,yes,neutral,50,yes,not discussed,not discussed,in progress,not discussed,yes,1,yes,not discussed,0,not discussed,no,no,no,no,not discussed,2025
jz2778,45_out,yes,no,yes,no,no,yes,neutral,50,yes,not discussed,yes,in progress,no,yes,1,yes,not discussed,0,not discussed,no,no,no,no,not discussed,2025
hx7896,45_out,no,not discussed,yes,no,no,yes,neutral,50,yes,not discussed,yes,in progress,no,yes,1,yes,not discussed,0,yes,no,no,no,no,not discussed,2025
mi9363,prior_year,no,no,yes,no,no,yes,neutral,50,yes,not discussed,yes,in progress,no,yes,1,yes,not discussed,0,no,no,no,no,no,not discussed,2025
na0275,prior_year,no,not discussed,yes,no,no,yes,neutral,50,yes,not discussed,yes,in progress,no,yes,1,yes,not discussed,0,not discussed,no,no,no,no,not discussed,2026
dy9479,45_out,yes,no,yes,no,not discussed,yes,neutral,50,yes,not discussed,yes,in progress,no,yes,1,yes,not discussed,0,not discussed,no,no,no,no,not discussed,2025
fe1002,14_out,no,not discussed,yes,no,no,yes,neutral,50,yes,not discussed,yes,in progress,no,yes,1,yes,not discussed,0,yes,no,no,no,no,not discussed,2025
pm0172,prior_year,no,not discussed,yes,no,no,yes,neutral,50,yes,not discussed,yes,in progress,no,yes,1,yes,not discussed,0,not discussed,no,no,no,no,not discussed,2025
ic4236,pre_renewal,no,no,yes,no,no,yes,neutral,50,yes,not discussed,not discussed,in progress,no,yes,1,yes,not discussed,0,not discussed,no,no,no,no,not discussed,2025
ca5517,pre_renewal,no,not discussed,yes,no,no,yes,neutral,50,yes,not discussed,yes,in progress,no,yes,1,yes,not discussed,0,not discussed,no,no,no,no,not discussed,2025
dc7343,prior_year,yes,no,yes,no,no,yes,neutral,50,yes,not discussed,yes,in progress,no,yes,1,yes,not discussed,0,not discussed,no,no,no,no,not discussed,2025
oa3661,45_out,yes,no,yes,no,no,yes,neutral,50,yes,not discussed,not discussed,in progress,no,yes,1,yes,not discussed,0,not discussed,no,no,no,no,not discussed,2025
uo3892,prior_year,no,not discussed,yes,no,no,yes,neutral,50,yes,not discussed,yes,in progress,no,yes,1,yes,not discussed,0,not discussed,no,no,no,no,not discussed,2025
oo8327,pre_renewal,no,not discussed,yes,no,no,yes,neutral,50,yes,yes,yes,in progress,no,yes,1,yes,not discussed,0,not discussed,no,no,no,no,not discussed,2025
tw7058,prior_year,yes,not discussed,yes,no,no,yes,neutral,50,yes,yes,yes,in progress,no,yes,1,yes,not discussed,0,not discussed,no,no,no,no,not discussed,2025
dv0545,14_out,no,not discussed,yes,no,no,yes,neutral,50,no,not discussed,not discussed,in progress,not discussed,no,0,yes,not discussed,0,not discussed,no,no,no,no,not discussed,2025
ts4735,45_out,not discussed,not discussed,not discussed,no,no,yes,neutral,50,no,not discussed,not discussed,in progress,not discussed,no,0,yes,not discussed,0,not discussed,no,no,no,no,not discussed,2025
ua6058,14_out,no,not discussed,yes,no,no,yes,neutral,50,no,not discussed,not discussed,in progress,yes,no,0,yes,not discussed,0,not discussed,no,no,no,no,not discussed,2025
hx7597,45_out,not discussed,not discussed,yes,no,no,yes,neutral,50,no,not discussed,not discussed,in progress,not discussed,no,0,yes,not discussed,0,not discussed,no,no,no,no,not discussed,2025
kw8443,14_out,yes,not discussed,not discussed,no,no,yes,neutral,50,no,not discussed,not discussed,in progress,no,no,0,yes,not discussed,0,not discussed,no,no,no,no,not discussed,2025
qk7619,45_out,yes,not discussed,yes,no,no,yes,neutral,50,no,not discussed,yes,in progress,no,no,0,yes,not discussed,0,not discussed,no,no,no,no,not discussed,2025
bj2002,14_out,yes,not discussed,not discussed,no,no,yes,neutral,50,no,not discussed,not discussed,in progress,yes,no,0,yes,not discussed,0,not discussed,no,no,no,no,not discussed,2025
fs7702,14_out,no,not discussed,yes,no,no,yes,neutral,50,no,not discussed,not discussed,in progress,not discussed,no,0,yes,not discussed,0,not discussed,no,no,no,no,not discussed,2025
zu5291,pre_renewal,no,not discussed,yes,no,no,yes,neutral,50,no,not discussed,not discussed,in progress,yes,no,0,yes,not discussed,0,not discussed,no,no,no,no,not discussed,2025
bx7281,prior_year,no,no,yes,no,no,yes,neutral,50,no,yes,yes,in progress,no,yes,2,yes,not discussed,0,not discussed,no,no,no,no,not discussed,2025
cz5422,45_out,no,not discussed,yes,no,no,yes,neutral,50,no,not discussed,not discussed,in progress,not discussed,yes,1,yes,not discussed,0,not discussed,no,no,no,no,not discussed,2025
gs3160,pre_renewal,no,not discussed,yes,no,no,yes,neutral,50,no,not discussed,not discussed,in progress,not discussed,yes,1,yes,not discussed,0,not discussed,no,no,no,no,not discussed,2025
iv8480,45_out,no,not discussed,yes,no,no,yes,neutral,50,no,not discussed,yes,in progress,yes,yes,3,yes,not discussed,0,not discussed,no,no,no,no,not discussed,2025
ka2239,14_out,yes,yes,yes,no,no,yes,neutral,50,no,not discussed,not discussed,in progress,yes,yes,1,yes,not discussed,0,not discussed,no,no,no,no,not discussed,2025
jv5291,prior_year,no,not discussed,yes,no,no,yes,neutral,50,no,yes,yes,in progress,no,yes,3,yes,not discussed,0,no,no,no,no,no,not discussed,2025
gp3578,pre_renewal,no,not discussed,yes,no,no,yes,neutral,50,no,not discussed,not discussed,in progress,not discussed,yes,1,yes,not discussed,0,not discussed,no,no,no,no,not discussed,2025
rd1209,45_out,yes,no,yes,no,not discussed,yes,neutral,50,no,not discussed,yes,in progress,no,yes,2,yes,not discussed,0,yes,no,no,no,no,not discussed,2025
zd6323,prior_year,yes,no,yes,no,no,yes,neutral,50,no,not discussed,yes,in progress,no,yes,2,yes,not discussed,0,not discussed,no,no,no,no,not discussed,2025
me2793,14_out,no,not discussed,yes,no,no,yes,neutral,50,no,not discussed,not discussed,in progress,not discussed,yes,1,yes,not discussed,0,not discussed,no,no,no,no,not discussed,2025
gb3755,14_out,not discussed,not discussed,yes,no,no,yes,neutral,50,no,not discussed,not discussed,in progress,not discussed,no,0,yes,not discussed,0,not discussed,no,no,no,no,no,2025
ib6028,prior_year,yes,no,yes,no,no,yes,neutral,50,yes,not discussed,no,in progress,no,yes,2,yes,not discussed,0,not discussed,no,no,not discussed,no,no,2025
im3686,45_out,yes,no,yes,no,no,yes,neutral,50,no,not discussed,no,in progress,no,yes,2,yes,not discussed,0,not discussed,no,no,not discussed,no,not discussed,2026
su7659,prior_year,yes,no,yes,no,no,yes,neutral,50,no,yes,no,in progress,no,yes,3,yes,not discussed,0,not discussed,no,no,not discussed,no,no,2025
el6305,prior_year,no,not discussed,yes,no,no,yes,neutral,50,yes,not discussed,no,in progress,no,yes,2,yes,not discussed,0,not discussed,no,no,not discussed,no,not discussed,2025
aa1392,45_out,yes,no,yes,no,no,yes,neutral,50,yes,not discussed,no,in progress,no,yes,2,yes,not discussed,0,not discussed,no,no,not discussed,no,no,2025
kw7837,14_out,no,not discussed,yes,no,no,yes,neutral,50,no,not discussed,not discussed,in progress,not discussed,yes,3,yes,not discussed,0,not discussed,no,no,not discussed,no,not discussed,2025
eo5087,prior_year,yes,no,yes,no,no,yes,neutral,50,yes,yes,no,in progress,no,yes,2,yes,not discussed,0,not discussed,no,no,not discussed,no,no,2025
ma8501,prior_year,yes,no,yes,no,no,yes,neutral,50,yes,not discussed,no,in progress,no,yes,2,yes,not discussed,0,not discussed,no,no,not discussed,no,no,2025
vv1939,45_out,no,not discussed,yes,no,no,yes,neutral,50,yes,not discussed,no,in progress,no,yes,2,yes,not discussed,0,not discussed,no,no,not discussed,no,no,2025
rl7988,prior_year,no,no,yes,no,no,yes,neutral,50,yes,not discussed,no,in progress,no,yes,2,yes,not discussed,0,not discussed,no,no,not discussed,no,not discussed,2025
sd5134,prior_year,yes,no,yes,no,no,yes,neutral,50,no,not discussed,no,in progress,no,yes,2,yes,not discussed,0,not discussed,no,no,not discussed,no,not discussed,2025
mk4583,45_out,yes,no,yes,no,no,yes,neutral,50,yes,not discussed,no,in progress,no,yes,2,yes,not discussed,0,not discussed,no,no,not discussed,no,no,2025
vp4517,prior_year,no,not discussed,yes,no,no,yes,neutral,50,yes,not discussed,no,in progress,no,yes,4,yes,not discussed,0,yes,no,no,not discussed,no,not discussed,2025
zv0509,45_out,yes,no,yes,no,not discussed,yes,neutral,50,yes,not discussed,no,in progress,no,yes,3,yes,not discussed,0,not discussed,no,no,not discussed,no,not discussed,2025
co6677,45_out,no,not discussed,yes,no,not discussed,yes,neutral,50,yes,not discussed,no,in progress,no,no,0,yes,not discussed,0,not discussed,no,no,not discussed,no,no,2025
dc6731,prior_year,no,not discussed,yes,no,no,yes,neutral,50,yes,not discussed,no,in progress,no,no,0,yes,not discussed,0,not discussed,no,no,not discussed,no,not discussed,2025
eh6592,pre_renewal,no,not discussed,yes,no,no,yes,neutral,50,no,not discussed,no,in progress,no,no,0,yes,not discussed,0,not discussed,no,no,not discussed,no,not discussed,2025
ll2118,45_out,no,not discussed,yes,no,no,yes,neutral,50,no,not discussed,no,in progress,no,no,0,yes,not discussed,0,not discussed,no,no,not discussed,no,yes,2026
cf8020,prior_year,no,not discussed,yes,no,no,yes,neutral,50,yes,not discussed,no,in progress,no,no,0,yes,not discussed,0,not discussed,no,no,not discussed,no,no,2025
ei7469,45_out,no,not discussed,yes,no,no,yes,neutral,50,yes,not discussed,no,in progress,no,no,0,yes,not discussed,0,not discussed,no,no,not discussed,no,no,2025
pj3557,45_out,no,not discussed,yes,no,no,yes,neutral,50,no,not discussed,no,in progress,no,no,0,yes,not discussed,0,not discussed,no,no,not discussed,no,not discussed,2025
ie1850,pre_renewal,no,not discussed,yes,no,no,yes,neutral,50,no,not discussed,no,in progress,yes,no,0,yes,not discussed,0,not discussed,no,no,not discussed,no,not discussed,2025
qw9796,pre_renewal,no,not discussed,yes,no,no,yes,neutral,50,no,not discussed,no,in progress,no,no,0,yes,not discussed,0,not discussed,no,no,not discussed,no,no,2025
zq7270,prior_year,no,not discussed,yes,no,no,yes,neutral,50,yes,not discussed,no,in progress,no,no,0,yes,not discussed,0,not discussed,no,no,not discussed,no,no,2025
gd6361,pre_renewal,no,not discussed,yes,no,no,yes,neutral,50,no,not discussed,no,in progress,no,no,0,yes,not discussed,0,not discussed,no,no,not discussed,no,not discussed,2025
qg9892,45_out,no,not discussed,yes,no,no,yes,neutral,50,no,not discussed,no,in progress,no,no,0,yes,not discussed,0,not discussed,no,no,not discussed,no,no,2025
ak2292,45_out,no,not discussed,yes,no,no,yes,neutral,50,yes,not discussed,no,in progress,no,no,0,yes,not discussed,0,not discussed,no,no,not discussed,no,no,2025
fi0480,pre_renewal,no,not discussed,yes,no,no,yes,neutral,50,no,yes,no,in progress,no,no,0,yes,not discussed,0,not discussed,no,no,not discussed,no,yes,2025
sm2653,prior_year,yes,yes,yes,no,no,yes,neutral,50,yes,yes,no,in progress,no,no,0,yes,not discussed,0,not discussed,no,no,not discussed,no,not discussed,2025
yw9931,pre_renewal,no,not discussed,yes,no,no,yes,neutral,50,yes,yes,no,in progress,no,no,0,yes,not discussed,0,not discussed,no,no,not discussed,no,not discussed,2025
zv3852,prior_year,yes,yes,yes,no,no,yes,neutral,50,no,yes,no,in progress,no,no,0,yes,not discussed,0,not discussed,no,no,not discussed,no,no,2025
if5704,prior_year,no,not discussed,yes,no,no,yes,neutral,50,no,not discussed,no,in progress,no,yes,1,yes,not discussed,0,not discussed,no,no,not discussed,no,not discussed,2026
ja1257,prior_year,no,not discussed,yes,no,no,yes,neutral,50,no,not discussed,no,in progress,no,yes,1,yes,not discussed,0,not discussed,no,no,not discussed,no,no,2026
bw6240,pre_renewal,no,not discussed,yes,no,no,yes,neutral,50,no,not discussed,no,in progress,no,yes,1,yes,not discussed,0,not discussed,no,no,not discussed,no,not discussed,2025
fy0222,45_out,not discussed,not discussed,yes,no,no,yes,neutral,50,no,yes,no,in progress,no,yes,1,yes,not discussed,0,not discussed,no,no,not discussed,no,no,2025
vi1279,prior_year,no,not discussed,yes,no,no,yes,neutral,50,yes,not discussed,no,in progress,no,yes,1,yes,not discussed,0,not discussed,no,no,not discussed,no,not discussed,2025
fe2091,prior_year,no,no,yes,no,no,yes,neutral,50,yes,not discussed,no,in progress,no,yes,1,yes,not discussed,0,not discussed,no,no,not discussed,no,no,2025
sa6967,14_out,no,not discussed,yes,no,no,yes,neutral,50,yes,not discussed,no,in progress,no,yes,1,yes,not discussed,0,yes,no,no,not discussed,no,yes,2025
ve7735,prior_year,no,not discussed,yes,no,no,yes,neutral,50,yes,not discussed,no,in progress,no,yes,1,yes,not discussed,0,not discussed,no,no,not discussed,no,no,2026
ky1816,45_out,yes,no,yes,no,no,yes,neutral,50,yes,not discussed,no,in progress,no,yes,1,yes,not discussed,0,not discussed,no,no,not discussed,no,no,2025
oy1466,14_out,no,not discussed,yes,no,no,yes,neutral,50,yes,not discussed,no,in progress,no,yes,1,yes,not discussed,0,not discussed,no,no,not discussed,no,no,2025
ke1773,45_out,no,not discussed,yes,no,no,yes,neutral,50,yes,not discussed,no,in progress,no,yes,1,yes,not discussed,0,not discussed,no,no,not discussed,no,not discussed,2025
np8377,45_out,no,not discussed,yes,no,no,yes,neutral,50,yes,not discussed,yes,in progress,no,yes,1,yes,not discussed,0,no,no,no,not discussed,no,not discussed,2025
sk1416,45_out,no,not discussed,yes,no,no,yes,neutral,50,yes,not discussed,yes,in progress,no,yes,1,yes,not discussed,0,no,no,no,not discussed,no,not discussed,2025
hd0491,45_out,yes,no,yes,no,no,yes,neutral,50,yes,not discussed,yes,in progress,no,yes,1,yes,not discussed,0,yes,no,no,not discussed,no,not discussed,2025
lc6987,prior_year,yes,no,yes,no,no,yes,neutral,50,yes,not discussed,no,in progress,no,yes,1,yes,not discussed,0,not discussed,no,no,not discussed,no,not discussed,2025
pe5040,prior_year,yes,no,yes,no,no,yes,neutral,50,yes,not discussed,no,in progress,no,yes,1,yes,not discussed,0,not discussed,no,no,not discussed,no,no,2025
ce3823,14_out,no,not discussed,yes,no,no,yes,neutral,50,yes,not discussed,no,in progress,no,yes,1,yes,not discussed,0,not discussed,no,no,not discussed,no,not discussed,2025
or0722,prior_year,yes,no,yes,no,no,yes,neutral,50,yes,not discussed,no,in progress,no,yes,1,yes,not discussed,0,not discussed,no,no,not discussed,no,not discussed,2025
ba5019,14_out,no,not discussed,yes,no,no,yes,neutral,50,yes,yes,yes,in progress,no,yes,1,yes,not discussed,0,not discussed,no,no,not discussed,no,not discussed,2026
mn4179,14_out,no,not discussed,yes,no,no,yes,neutral,50,yes,yes,no,in progress,no,yes,1,yes,not discussed,0,not discussed,no,no,not discussed,no,no,2025
ut3446,45_out,yes,no,yes,no,no,yes,neutral,50,yes,yes,no,in progress,no,yes,1,yes,not discussed,0,not discussed,no,no,not discussed,no,not discussed,2025
wl2892,prior_year,no,no,yes,yes,no,yes,neutral,50,no,yes,yes,in progress,no,yes,2,yes,no,0,no,no,no,no,no,not discussed,2025
cy9261,prior_year,no,no,yes,yes,no,yes,neutral,50,no,yes,no,in progress,no,yes,2,yes,no,0,no,no,no,no,no,not discussed,2025
mg8242,pre_renewal,no,not discussed,yes,yes,no,yes,neutral,50,no,yes,no,in progress,no,yes,2,yes,no,0,no,no,no,no,no,not discussed,2025
nd1326,14_out,no,no,yes,yes,no,yes,neutral,50,no,yes,no,in progress,no,yes,2,yes,no,0,no,no,no,no,no,not discussed,2025
oa8022,prior_year,no,no,yes,yes,no,yes,neutral,50,no,yes,no,in progress,yes,yes,2,yes,no,0,not discussed,no,no,no,no,not discussed,2025
gt5083,prior_year,no,no,yes,yes,no,yes,neutral,50,no,yes,no,in progress,no,yes,2,yes,no,0,no,no,no,no,no,not discussed,2025
ti2228,prior_year,no,no,yes,yes,no,yes,neutral,50,no,yes,no,in progress,no,yes,2,yes,no,0,no,no,no,no,no,not discussed,2025
vs9021,prior_year,no,no,yes,yes,no,yes,neutral,50,no,yes,no,in progress,yes,yes,2,yes,no,0,not discussed,no,no,no,no,not discussed,2025
oz3222,prior_year,no,no,yes,yes,no,yes,neutral,50,no,yes,no,in progress,no,yes,2,yes,no,0,no,no,no,no,no,not discussed,2025
pf3621,prior_year,no,no,yes,yes,no,yes,neutral,50,no,yes,no,in progress,no,yes,2,yes,no,0,no,no,no,no,no,not discussed,2025
ym4064,prior_year,no,no,yes,yes,no,yes,neutral,50,no,yes,no,in progress,no,yes,2,yes,no,0,no,no,no,no,no,not discussed,2025
jy7281,prior_year,yes,no,yes,yes,no,yes,neutral,50,no,yes,no,in progress,no,yes,2,yes,no,0,no,no,no,no,no,not discussed,2025
kj0525,prior_year,no,no,yes,yes,no,yes,neutral,50,no,yes,no,in progress,no,yes,2,yes,no,0,not discussed,no,no,no,no,not discussed,2025
ny8365,prior_year,no,no,yes,yes,no,yes,neutral,50,no,yes,no,in progress,no,yes,2,yes,no,0,no,no,no,no,no,not discussed,2025
