Co_Ref,Time_to_Renewal,crm_accreditation_completed,crm_timely_completion,crm_progress_towards_accreditation,crm_delays_in_accreditation,crm_contractor_suggested_leave,crm_contractor_engagement,crm_contractor_sentiment,crm_contractor_sentiment_score,crm_dts_or_ssip_mentioned,crm_customer_payment_intention,crm_competitors_mentioned,crm_membership_level,crm_platform_issues_raised,crm_agent_chased_contractor,crm_agent_chase_count,crm_accreditation_issues,crm_membership_overdue,crm_auto_renewal_status,crm_dissatisified_with_renewal_price,crm_customer_complained,crm_refund_mentioned,crm_negative_customer_experience,crm_dissatisfaction_with_support,crm_financial_hardship_mentioned,year
HD2471,prior_year,Yes,No,Yes,Yes,Yes,Yes,Dissatisfied,40,Yes,Yes,No,Accredited,No,Yes,1,Yes,Not Discussed,0,Yes,Yes,No,Yes,Yes,Not Discussed,2025
UR7137,45_out,Yes,No,Yes,Yes,Yes,Yes,Dissatisfied,0,Yes,Not Discussed,No,Accredited,Yes,Yes,5,Yes,Not Discussed,0,No,Yes,No,Yes,Yes,Not Discussed,2025
YW3631,prior_year,No,No,Yes,Yes,Yes,Yes,Dissatisfied,30,Yes,Yes,No,Accredited,No,Yes,2,Yes,Not Discussed,0,Yes,Yes,No,Yes,Yes,Yes,2025
PC8549,prior_year,No,No,Yes,Yes,Yes,Yes,Dissatisfied,40,Yes,Yes,Yes,Accredited,No,Yes,2,Yes,Not Discussed,0,Yes,Yes,No,Yes,Yes,Yes,2025
WV6370,prior_year,Yes,No,Yes,Yes,Yes,Yes,Dissatisfied,30,Yes,Yes,Yes,Accredited,Yes,Yes,5,Yes,Not Discussed,0,Yes,Yes,No,Yes,Yes,Not Discussed,2025
AO2790,14_out,Yes,No,Not Discussed,Yes,Yes,Yes,Dissatisfied,0,No,No,No,Accredited,Yes,No,0,Yes,Not Discussed,2,Not Discussed,Yes,No,Yes,Yes,Not Discussed,2025
RK2863,prior_year,No,No,Yes,Yes,Yes,Yes,Dissatisfied,40,Yes,Yes,No,Accredited,No,Yes,3,Yes,Not Discussed,2,Yes,Yes,No,Yes,Yes,Not Discussed,2025
EY8938,prior_year,Yes,No,Yes,Yes,Yes,Yes,Dissatisfied,30,Yes,Yes,No,Accredited,Yes,Yes,2,Yes,Not Discussed,2,Not Discussed,Yes,No,Yes,Yes,Not Discussed,2026
HX0900,14_out,No,No,No,Yes,Yes,Yes,Dissatisfied,0,No,Not Discussed,No,Not Discussed,No,No,0,Yes,Not Discussed,0,Not Discussed,Yes,No,Yes,Yes,Not Discussed,2025
LG4332,pre_renewal,No,Not Discussed,Not Discussed,Yes,Yes,Yes,Dissatisfied,0,No,Not Discussed,No,Not Discussed,No,No,0,Yes,Not Discussed,0,Not Discussed,Yes,No,Yes,Yes,Not Discussed,2025
OY3832,14_out,No,No,No,Yes,Yes,Yes,Dissatisfied,0,Yes,No,Yes,Not Discussed,Yes,Yes,4,Yes,Not Discussed,2,Yes,Yes,No,Yes,Yes,Not Discussed,2025
BF2932,pre_renewal,No,Not Discussed,No,Yes,Yes,Yes,Dissatisfied,0,No,Not Discussed,No,Not Discussed,Yes,No,0,Yes,Not Discussed,0,Not Discussed,Yes,No,Yes,Yes,Not Discussed,2025
HC7962,prior_year,No,Not Discussed,No,Yes,Yes,Yes,Dissatisfied,0,No,No,No,Not Discussed,Yes,No,0,Yes,Not Discussed,2,Yes,Yes,No,Yes,Yes,Not Discussed,2025
JM7188,14_out,Not Discussed,No,Not Discussed,Yes,Yes,Yes,Dissatisfied,0,Yes,No,Yes,Not Discussed,Yes,No,0,Yes,Not Discussed,2,Yes,Yes,No,Yes,Yes,Not Discussed,2025
MB8152,14_out,No,Not Discussed,Not Discussed,Yes,Yes,Yes,Dissatisfied,0,No,Not Discussed,No,Not Discussed,No,No,0,Yes,Not Discussed,0,Not Discussed,Yes,No,Yes,Yes,Not Discussed,2025
ED6707,pre_renewal,Not Discussed,Not Discussed,Not Discussed,Yes,Yes,Yes,Dissatisfied,0,No,Not Discussed,No,Not Discussed,Yes,No,0,Yes,Not Discussed,2,Not Discussed,Yes,No,Yes,Yes,Yes,2025
JC8110,14_out,No,Not Discussed,No,Yes,Yes,Yes,Dissatisfied,0,No,Not Discussed,No,Not Discussed,Yes,No,0,Yes,Not Discussed,2,Not Discussed,Yes,No,Yes,Yes,Not Discussed,2025
PP5486,pre_renewal,No,Not Discussed,No,Yes,Yes,Yes,Dissatisfied,0,No,Not Discussed,No,Not Discussed,No,No,0,Yes,Not Discussed,0,Not Discussed,Yes,No,Yes,Yes,Yes,2025
QM8598,prior_year,Yes,No,Yes,Yes,Yes,Yes,Dissatisfied,40,Yes,Yes,No,In progress,Yes,Yes,2,Yes,No,2,No,Yes,No,Yes,Yes,Not Discussed,2025
PT4608,pre_renewal,No,Not Discussed,Not Discussed,Yes,Yes,Yes,Dissatisfied,0,No,No,No,Not Discussed,Yes,No,0,Yes,No,2,Not Discussed,Yes,No,Yes,Yes,Not Discussed,2025
DW0626,prior_year,No,Not Discussed,No,Yes,Yes,Yes,Dissatisfied,0,Yes,No,No,In progress,Yes,Yes,2,Yes,No,2,Yes,Yes,No,Yes,Yes,Not Discussed,2025
UX4491,prior_year,No,No,Yes,Yes,Yes,Yes,Dissatisfied,40,Yes,Yes,No,In progress,Yes,Yes,2,Yes,No,0,No,Yes,No,Yes,Yes,Not Discussed,2025
VM0052,prior_year,Yes,No,Yes,Yes,Yes,Yes,Dissatisfied,30,No,Yes,No,In progress,Yes,Yes,5,Yes,No,0,Yes,Yes,No,Yes,Yes,Yes,2025
HI0440,prior_year,Yes,No,Yes,Yes,Yes,Yes,Dissatisfied,40,No,Yes,No,In progress,No,Yes,2,Yes,No,0,Yes,Yes,No,Yes,Yes,Not Discussed,2025
PH0786,14_out,No,Not Discussed,Not Discussed,Yes,Yes,Yes,Dissatisfied,0,No,No,No,Not Discussed,Yes,No,0,Yes,No,2,Not Discussed,Yes,No,Yes,Yes,Not Discussed,2025
CV6989,prior_year,No,No,Yes,Yes,Yes,Yes,Dissatisfied,30,Yes,No,No,In progress,No,Yes,4,Yes,No,2,Not Discussed,Yes,No,Yes,Yes,Yes,2025
DS7917,prior_year,No,No,Yes,Yes,Yes,Yes,Dissatisfied,30,Yes,Yes,Yes,In progress,Yes,No,0,Yes,No,0,Yes,Yes,No,Yes,Yes,Yes,2025
TT3711,prior_year,No,No,Yes,Yes,Yes,Yes,Dissatisfied,40,Yes,Yes,No,In progress,No,Yes,2,Yes,No,0,No,Yes,No,Yes,Yes,Not Discussed,2025
OX5653,14_out,Yes,No,Not Discussed,Yes,Yes,Yes,Dissatisfied,30,Yes,Not Discussed,No,Accredited,Yes,Yes,1,Yes,No,0,Yes,Yes,No,Yes,Yes,Not Discussed,2026
TM6015,prior_year,No,No,No,Yes,Yes,Yes,Dissatisfied,0,Yes,No,No,Accredited,Yes,Yes,3,Yes,No,2,Not Discussed,Yes,No,Yes,Yes,Not Discussed,2025
EE7901,prior_year,Yes,No,Yes,Yes,Yes,Yes,Dissatisfied,40,Yes,Yes,No,Accredited,No,Yes,3,Yes,No,0,No,Yes,No,Yes,Yes,Yes,2025
BU2786,14_out,Yes,No,Yes,Yes,Yes,Yes,Dissatisfied,30,Yes,Yes,No,Accredited,Yes,No,0,Yes,No,0,Not Discussed,Yes,No,Yes,Yes,Not Discussed,2025
FJ8416,prior_year,Yes,No,Yes,Yes,Yes,Yes,Dissatisfied,30,Yes,Yes,Yes,Accredited,Yes,Yes,3,Yes,No,0,No,Yes,No,Yes,Yes,Yes,2025
XN1261,prior_year,Yes,No,Yes,Yes,Yes,Yes,Dissatisfied,30,Yes,Yes,Yes,Accredited,No,Yes,1,Yes,No,2,Yes,Yes,No,Yes,Yes,Yes,2025
EZ9806,prior_year,Yes,No,Yes,Yes,Yes,Yes,Dissatisfied,30,Yes,Yes,No,Accredited,Yes,Yes,3,Yes,No,0,No,Yes,No,Yes,Yes,Not Discussed,2025
IU0810,prior_year,Yes,No,Yes,Yes,Yes,Yes,Dissatisfied,30,Yes,Yes,No,Accredited,No,Yes,2,Yes,No,0,Yes,Yes,No,Yes,Yes,Yes,2025
RP9882,prior_year,Yes,No,Yes,Yes,Yes,Yes,Dissatisfied,40,No,Yes,No,Accredited,Yes,Yes,2,Yes,No,0,Not Discussed,Yes,No,Yes,Yes,Yes,2025
MD6446,prior_year,No,No,Yes,Yes,Yes,Yes,Dissatisfied,30,No,Not Discussed,No,Accredited,Yes,Yes,3,Yes,No,0,No,Yes,No,Yes,Yes,Not Discussed,2025
MZ1641,pre_renewal,No,No,Yes,Yes,Yes,Yes,Dissatisfied,30,Yes,Yes,No,Accredited,No,Yes,2,Yes,No,0,Yes,Yes,No,Yes,Yes,Not Discussed,2025
WQ7282,prior_year,No,No,Yes,Yes,Yes,Yes,Dissatisfied,40,Yes,Yes,No,Accredited,No,Yes,2,Yes,No,2,Yes,Yes,No,Yes,Yes,Not Discussed,2025
OO4282,prior_year,Yes,No,Yes,Yes,Yes,Yes,Dissatisfied,40,Yes,Yes,No,Accredited,No,Yes,2,Yes,No,0,Yes,Yes,No,Yes,Yes,Yes,2025
CH7638,prior_year,No,Not Discussed,Not Discussed,No,Yes,Yes,Dissatisfied,20,Yes,Not Discussed,No,Accredited,Yes,Yes,2,Yes,No,2,Not Discussed,Yes,Yes,Yes,Yes,Not Discussed,2025
JE8853,45_out,No,Not Discussed,Yes,No,Yes,Yes,Dissatisfied,20,No,Not Discussed,No,Accredited,Yes,No,0,Yes,Not Discussed,0,Not Discussed,Yes,Yes,Yes,Yes,Not Discussed,2025
KK6388,pre_renewal,Not Discussed,Not Discussed,Not Discussed,No,Yes,Yes,Dissatisfied,20,Yes,No,Yes,Accredited,Yes,No,0,Yes,Not Discussed,2,Yes,Yes,Yes,Yes,Yes,Not Discussed,2025
EQ4234,prior_year,Not Discussed,Not Discussed,Not Discussed,No,Yes,Yes,Dissatisfied,20,No,Not Discussed,No,Accredited,Yes,Yes,5,Yes,Not Discussed,2,Not Discussed,Yes,Yes,Yes,Yes,Not Discussed,2025
RU1773,45_out,Not Discussed,Not Discussed,Not Discussed,No,Yes,Yes,Dissatisfied,0,Yes,No,Yes,Accredited,Yes,Yes,Several,Yes,Yes,0,No,Yes,Yes,Yes,Yes,Not Discussed,2025
HO7334,pre_renewal,Not Discussed,Not Discussed,Not Discussed,No,Yes,Yes,Dissatisfied,0,Yes,Yes,No,Accredited,Yes,No,0,Yes,No,2,Yes,Yes,Yes,Yes,Yes,Not Discussed,2025
OI2656,prior_year,No,Not Discussed,Not Discussed,No,Yes,Yes,Dissatisfied,0,Yes,Yes,No,Accredited,Yes,Yes,3,Yes,Yes,0,Yes,Yes,Yes,Yes,Yes,Not Discussed,2025
VX5402,prior_year,Yes,No,Yes,No,Yes,Yes,Dissatisfied,20,No,Yes,No,Accredited,Yes,Yes,2,Yes,No,0,Yes,Yes,Yes,Yes,Yes,Yes,2025
YB8677,pre_renewal,Not Discussed,Not Discussed,Not Discussed,No,Yes,Yes,Dissatisfied,20,Yes,Not Discussed,No,Accredited,Yes,No,0,Yes,No,2,Not Discussed,Yes,Yes,Yes,Yes,Not Discussed,2026
TW7422,prior_year,Yes,No,Yes,No,Yes,Yes,Dissatisfied,20,Yes,Not Discussed,Yes,Accredited,Yes,Yes,2,Yes,No,0,Yes,Yes,Yes,Yes,Yes,Not Discussed,2025
DJ1022,14_out,Yes,Yes,Yes,No,Yes,Yes,Dissatisfied,20,No,Yes,No,Accredited,Yes,Yes,1,Yes,No,2,Yes,Yes,Yes,Yes,Yes,Not Discussed,2025
QP8712,prior_year,Yes,No,Yes,No,Yes,Yes,Dissatisfied,30,Yes,Yes,Yes,Accredited,No,Yes,2,Yes,No,0,Yes,Yes,Yes,Yes,Yes,Yes,2025
WZ1181,45_out,Yes,Not Discussed,Not Discussed,No,Yes,Yes,Dissatisfied,20,Yes,No,No,Accredited,Yes,Yes,2,Yes,Not Discussed,2,Not Discussed,Yes,Yes,Yes,Yes,Yes,2025
JT6643,prior_year,Yes,Yes,Yes,No,Yes,Yes,Dissatisfied,20,Yes,No,No,Accredited,No,Yes,2,Yes,Not Discussed,2,Yes,Yes,Yes,Yes,Yes,Yes,2025
WI3117,pre_renewal,Yes,Yes,Not Discussed,No,Yes,Yes,Dissatisfied,30,No,Not Discussed,No,Accredited,No,No,0,Yes,Not Discussed,0,Yes,Yes,Yes,Yes,Yes,Not Discussed,2025
CW7607,prior_year,Yes,No,Yes,No,Yes,Yes,Neutral,50,Yes,No,No,Accredited,No,Yes,2,Yes,No,2,Not Discussed,Yes,Yes,Yes,Yes,Not Discussed,2025
RA2438,prior_year,Yes,No,Yes,No,Yes,Yes,Neutral,50,Yes,Yes,Yes,Accredited,Yes,Yes,2,Yes,No,0,Yes,Yes,Yes,Yes,Yes,Not Discussed,2025
XA4777,prior_year,Yes,No,Yes,No,Yes,Yes,Neutral,50,Yes,Yes,No,Accredited,No,Yes,3,Yes,Yes,0,No,Yes,Yes,Yes,Yes,Not Discussed,2025
FK4108,14_out,No,Not Discussed,Yes,No,Yes,Yes,Neutral,50,No,Not Discussed,No,Accredited,Yes,Yes,1,Yes,No,1,No,Yes,No,Yes,Yes,Not Discussed,2025
GP9964,pre_renewal,No,Not Discussed,Yes,No,Yes,Yes,Neutral,50,No,Yes,Yes,Accredited,No,No,0,Yes,Not Discussed,0,Yes,Yes,No,Yes,Yes,Not Discussed,2025
OD4135,prior_year,Yes,No,Yes,No,Yes,Yes,Neutral,50,Yes,Yes,No,Accredited,No,Yes,2,Yes,Yes,0,Yes,Yes,No,Yes,Yes,Yes,2025
CX5700,prior_year,Yes,No,Yes,No,Yes,Yes,Neutral,50,Yes,Not Discussed,No,Accredited,No,No,0,Yes,Not Discussed,0,Yes,Yes,No,Yes,Yes,Yes,2025
VI3553,prior_year,Yes,Yes,Yes,No,Yes,Yes,Satisfied,80,Yes,Yes,No,Accredited,Yes,Yes,1,Yes,No,0,Yes,Yes,No,Yes,Yes,Yes,2025
MQ7595,prior_year,Yes,Yes,Yes,No,Yes,Yes,Satisfied,80,Yes,Yes,Yes,Accredited,No,Yes,2,Yes,No,0,Yes,Yes,No,Yes,Yes,Not Discussed,2025
QI6002,prior_year,Yes,No,Yes,No,Yes,Yes,Neutral,50,Yes,Yes,No,Accredited,No,Yes,3,Yes,Yes,0,Yes,Yes,No,Yes,Yes,Not Discussed,2025
YG1892,14_out,No,No,Yes,No,Yes,Yes,Neutral,50,No,Not Discussed,No,Accredited,Yes,Yes,1,Yes,Not Discussed,0,Not Discussed,Yes,No,Yes,Yes,Not Discussed,2025
CX4327,prior_year,Yes,No,Yes,No,Yes,Yes,Neutral,50,Yes,Yes,No,Accredited,No,Yes,1,Yes,No,2,No,Yes,No,Yes,Yes,Not Discussed,2025
EE1550,prior_year,Yes,No,Yes,No,Yes,Yes,Neutral,50,Yes,Yes,Yes,Accredited,No,Yes,2,Yes,Yes,0,Yes,Yes,No,Yes,Yes,Not Discussed,2025
EJ4757,45_out,Not Discussed,Not Discussed,Not Discussed,No,Yes,Yes,Neutral,50,No,Yes,No,Accredited,Yes,No,0,Yes,Yes,0,Not Discussed,Yes,No,Yes,Yes,Not Discussed,2025
KR6773,pre_renewal,Yes,Yes,Yes,No,Yes,Yes,Neutral,50,No,Yes,Yes,Accredited,Yes,Yes,2,Yes,Yes,0,Not Discussed,Yes,No,Yes,Yes,Not Discussed,2025
BS0182,prior_year,Yes,No,Yes,No,Yes,Yes,Neutral,50,Yes,Yes,No,Accredited,Yes,Yes,3,Yes,No,2,Yes,Yes,No,Yes,Yes,Yes,2025
UZ9570,prior_year,Not Discussed,Not Discussed,Not Discussed,No,Yes,Yes,Neutral,50,No,Not Discussed,No,Accredited,No,Yes,4,Yes,Yes,2,Not Discussed,Yes,No,Yes,Yes,Not Discussed,2025
XI8925,prior_year,Yes,No,Yes,No,Yes,Yes,Neutral,50,No,Yes,No,Accredited,No,Yes,3,Yes,Yes,0,Yes,Yes,No,Yes,Yes,Not Discussed,2025
XR0142,14_out,Not Discussed,Not Discussed,Not Discussed,No,Yes,Yes,Dissatisfied,0,Yes,No,No,Accredited,Yes,No,0,Yes,No,2,Yes,Yes,No,Yes,Yes,Not Discussed,2026
TJ0995,pre_renewal,Not Discussed,Not Discussed,Not Discussed,No,Yes,Yes,Dissatisfied,0,No,No,No,Accredited,Yes,Yes,1,Yes,No,2,Yes,Yes,No,Yes,Yes,No,2025
DU9122,pre_renewal,Yes,Not Discussed,Not Discussed,No,Yes,Yes,Dissatisfied,0,No,No,No,Accredited,Yes,No,0,Yes,No,2,No,Yes,No,Yes,Yes,Not Discussed,2025
VM9599,14_out,Not Discussed,Not Discussed,Not Discussed,No,Yes,Yes,Dissatisfied,0,No,Not Discussed,No,Accredited,Yes,No,0,Yes,Not Discussed,0,Yes,Yes,No,Yes,Yes,Not Discussed,2025
ET3041,14_out,Not Discussed,Not Discussed,Not Discussed,No,Yes,Yes,Dissatisfied,0,Yes,Not Discussed,No,Accredited,Yes,No,0,Yes,Not Discussed,2,Yes,Yes,No,Yes,Yes,Not Discussed,2025
TZ7190,pre_renewal,Not Discussed,Not Discussed,Not Discussed,No,Yes,Yes,Dissatisfied,0,No,No,No,Accredited,Yes,Yes,2,Yes,Yes,2,Not Discussed,Yes,No,Yes,Yes,Not Discussed,2025
AZ8674,14_out,Not Discussed,Not Discussed,Not Discussed,No,Yes,Yes,Dissatisfied,0,No,Not Discussed,No,Accredited,Yes,Yes,2,Yes,Not Discussed,0,Yes,Yes,No,Yes,Yes,Not Discussed,2025
DY2315,14_out,No,Not Discussed,Not Discussed,No,Yes,Yes,Dissatisfied,0,No,No,No,Accredited,Yes,No,0,Yes,No,2,Not Discussed,Yes,No,Yes,Yes,Not Discussed,2025
ER4781,pre_renewal,Yes,Not Discussed,Not Discussed,No,Yes,Yes,Dissatisfied,0,No,Yes,No,Accredited,No,No,0,Yes,Not Discussed,2,Yes,Yes,No,Yes,Yes,Not Discussed,2025
OI6272,pre_renewal,Not Discussed,Not Discussed,Not Discussed,No,Yes,Yes,Dissatisfied,0,No,No,Yes,Accredited,Yes,Yes,3,Yes,Yes,0,Yes,Yes,No,Yes,Yes,Yes,2025
QA9460,prior_year,Not Discussed,Not Discussed,Not Discussed,No,Yes,Yes,Dissatisfied,40,Yes,Yes,Yes,Accredited,Yes,Yes,3,Yes,Yes,0,Yes,Yes,No,Yes,Yes,Yes,2025
QW6845,45_out,Yes,No,Yes,No,Yes,Yes,Dissatisfied,40,Yes,Not Discussed,Yes,Accredited,No,Yes,2,Yes,No,0,Yes,Yes,No,Yes,Yes,Yes,2025
LL7013,pre_renewal,Yes,Not Discussed,Not Discussed,No,Yes,Yes,Dissatisfied,40,Yes,Yes,No,Accredited,No,No,0,Yes,No,2,Yes,Yes,No,Yes,Yes,Yes,2025
NP2187,prior_year,Yes,No,Yes,No,Yes,Yes,Dissatisfied,40,Yes,Not Discussed,No,Accredited,Yes,Yes,2,Yes,Yes,2,Not Discussed,Yes,No,Yes,Yes,Yes,2025
PP9954,pre_renewal,Not Discussed,Not Discussed,Not Discussed,No,Yes,Yes,Dissatisfied,40,No,No,No,Accredited,No,Yes,Not specified,Yes,Not Discussed,0,No,Yes,No,Yes,Yes,Not Discussed,2025
ZO9231,45_out,No,Not Discussed,Yes,No,Yes,Yes,Dissatisfied,40,Yes,Not Discussed,No,Accredited,Yes,Yes,1,Yes,No,0,Not Discussed,Yes,No,Yes,Yes,Not Discussed,2025
BZ2396,prior_year,Yes,No,Not Discussed,No,Yes,Yes,Dissatisfied,40,Yes,Yes,No,Accredited,Yes,Yes,2,Yes,Yes,2,No,Yes,No,Yes,Yes,Yes,2025
BN5118,45_out,No,Not Discussed,Yes,No,Yes,Yes,Dissatisfied,40,Yes,Not Discussed,No,Accredited,No,No,0,Yes,No,0,Yes,Yes,No,Yes,Yes,Not Discussed,2025
WX3690,14_out,No,Not Discussed,Yes,No,Yes,Yes,Dissatisfied,40,No,Yes,No,Accredited,Yes,Yes,1,Yes,No,0,Yes,Yes,No,Yes,Yes,No,2026
TC7473,prior_year,Yes,No,Yes,No,Yes,Yes,Dissatisfied,40,Yes,Yes,Not Discussed,Accredited,Yes,Yes,1,Yes,Not Discussed,2,Yes,Yes,No,Yes,Yes,Not Discussed,2025
JS6306,45_out,Not Discussed,Not Discussed,Not Discussed,No,Yes,Yes,Dissatisfied,40,No,Yes,No,Accredited,No,No,0,Yes,Not Discussed,0,Yes,Yes,No,Yes,Yes,Not Discussed,2025
YU0157,14_out,Yes,Not Discussed,Not Discussed,No,Yes,Yes,Dissatisfied,30,Yes,Yes,Yes,Accredited,Yes,No,0,Yes,Yes,2,Yes,Yes,No,Yes,Yes,Not Discussed,2025
DC0429,14_out,Yes,Not Discussed,Not Discussed,No,Yes,Yes,Dissatisfied,30,Yes,Yes,No,Accredited,No,Yes,1,Yes,Not Discussed,2,No,Yes,No,Yes,Yes,Not Discussed,2025
SI6713,prior_year,Yes,No,Yes,No,Yes,Yes,Dissatisfied,30,Yes,Yes,Yes,Accredited,No,Yes,2,Yes,Yes,0,Yes,Yes,No,Yes,Yes,Yes,2025
ST1266,prior_year,Yes,No,Yes,No,Yes,Yes,Dissatisfied,30,Yes,Yes,No,Accredited,Yes,Yes,2,Yes,No,0,Not Discussed,Yes,No,Yes,Yes,Not Discussed,2025
OI3173,prior_year,No,Yes,Yes,No,Yes,Yes,Dissatisfied,30,Yes,Not Discussed,Yes,Accredited,No,Yes,1,Yes,No,0,Yes,Yes,No,Yes,Yes,Yes,2025
ZW9539,prior_year,Yes,No,Yes,No,Yes,Yes,Dissatisfied,30,Yes,Yes,No,Accredited,Yes,Yes,1,Yes,No,0,No,Yes,No,Yes,Yes,Not Discussed,2025
FV6981,pre_renewal,No,Not Discussed,Yes,No,Yes,Yes,Dissatisfied,30,Yes,Yes,No,Accredited,Yes,Yes,2,Yes,Yes,0,Yes,Yes,No,Yes,Yes,Yes,2026
GC7783,45_out,Yes,Not Discussed,Not Discussed,No,Yes,Yes,Dissatisfied,30,Yes,Yes,No,Accredited,No,Yes,2,Yes,No,0,Yes,Yes,No,Yes,Yes,Not Discussed,2025
UZ2134,prior_year,Yes,No,Yes,No,Yes,Yes,Dissatisfied,30,Yes,Not Discussed,No,Accredited,Yes,Yes,1,Yes,Not Discussed,0,Not Discussed,Yes,No,Yes,Yes,Not Discussed,2025
DJ3527,prior_year,Yes,Not Discussed,Yes,No,Yes,Yes,Dissatisfied,30,Yes,Not Discussed,No,Accredited,No,No,0,Yes,Yes,0,Not Discussed,Yes,No,Yes,Yes,Not Discussed,2025
UD0143,prior_year,Yes,No,Yes,No,Yes,Yes,Dissatisfied,30,Yes,Not Discussed,No,Accredited,No,Yes,2,Yes,Yes,0,No,Yes,No,Yes,Yes,Not Discussed,2025
VJ2938,pre_renewal,Yes,Not Discussed,Not Discussed,No,Yes,Yes,Dissatisfied,30,No,Not Discussed,No,Accredited,Yes,No,0,Yes,Not Discussed,0,Not Discussed,Yes,No,Yes,Yes,Not Discussed,2025
IR0636,prior_year,Yes,No,Yes,No,Yes,Yes,Dissatisfied,30,Yes,Not Discussed,Yes,Accredited,Yes,Yes,2,Yes,Not Discussed,0,Yes,Yes,No,Yes,Yes,Not Discussed,2025
SB7784,pre_renewal,No,Not Discussed,Not Discussed,No,Yes,Yes,Dissatisfied,30,Yes,Not Discussed,Yes,Accredited,Yes,Yes,1,Yes,Yes,0,Yes,Yes,No,Yes,Yes,Not Discussed,2025
TH0491,prior_year,Yes,No,Yes,No,Yes,Yes,Dissatisfied,30,Yes,Not Discussed,No,Accredited,Yes,No,0,Yes,No,0,Yes,Yes,No,Yes,Yes,Yes,2025
WE4193,prior_year,Yes,No,Yes,No,Yes,Yes,Dissatisfied,30,Yes,Not Discussed,No,Accredited,No,Yes,2,Yes,No,0,Not Discussed,Yes,No,Yes,Yes,Not Discussed,2025
QE1168,pre_renewal,Not Discussed,Not Discussed,Not Discussed,No,Yes,Yes,Dissatisfied,30,Yes,Not Discussed,No,Accredited,Yes,Yes,1,Yes,Yes,0,Yes,Yes,No,Yes,Yes,Yes,2025
FP8532,pre_renewal,Yes,Not Discussed,Not Discussed,No,Yes,Yes,Dissatisfied,30,No,Not Discussed,No,Accredited,Yes,Yes,2,Yes,Yes,0,No,Yes,No,Yes,Yes,Not Discussed,2026
CG9408,45_out,Not Discussed,Not Discussed,Not Discussed,No,Yes,Yes,Dissatisfied,20,Yes,Not Discussed,No,Accredited,Yes,No,0,Yes,Not Discussed,0,No,Yes,No,Yes,Yes,Not Discussed,2025
QR7151,pre_renewal,Yes,Not Discussed,Not Discussed,No,Yes,Yes,Dissatisfied,20,Yes,Yes,No,Accredited,Yes,Yes,1,Yes,Yes,0,Yes,Yes,No,Yes,Yes,Not Discussed,2026
FY3069,14_out,No,Not Discussed,Not Discussed,No,Yes,Yes,Dissatisfied,20,Yes,No,No,Accredited,Yes,Yes,3,Yes,No,0,Yes,Yes,No,Yes,Yes,Not Discussed,2025
JV7616,45_out,Not Discussed,Not Discussed,Not Discussed,No,Yes,Yes,Dissatisfied,20,Yes,Not Discussed,No,Accredited,No,No,0,Yes,Not Discussed,0,Yes,Yes,No,Yes,Yes,Not Discussed,2025
NI1073,45_out,Yes,Not Discussed,Yes,No,Yes,Yes,Dissatisfied,20,Yes,Not Discussed,No,Accredited,Yes,No,0,Yes,No,0,Not Discussed,Yes,No,Yes,Yes,Not Discussed,2025
OB6934,prior_year,Not Discussed,Not Discussed,Yes,No,Yes,Yes,Dissatisfied,20,Yes,Yes,No,Accredited,Yes,Yes,3,Yes,Yes,0,Yes,Yes,No,Yes,Yes,Not Discussed,2025
JH4026,prior_year,Yes,No,Yes,No,Yes,Yes,Dissatisfied,20,Yes,Yes,No,Accredited,No,Yes,2,Yes,No,0,Yes,Yes,No,Yes,Yes,Not Discussed,2025
FQ0517,pre_renewal,Not Discussed,Not Discussed,Not Discussed,No,Yes,Yes,Dissatisfied,20,Yes,No,No,Accredited,Yes,No,0,Yes,Not Discussed,0,Not Discussed,Yes,No,Yes,Yes,Not Discussed,2025
IH0663,prior_year,Not Discussed,Not Discussed,Not Discussed,No,Yes,Yes,Dissatisfied,20,Yes,Yes,No,Accredited,Yes,Yes,3,Yes,Yes,0,Yes,Yes,No,Yes,Yes,Not Discussed,2025
DK5030,prior_year,No,Not Discussed,Not Discussed,No,Yes,Yes,Dissatisfied,20,Yes,Yes,No,Accredited,Yes,Yes,4,Yes,Not Discussed,0,Yes,Yes,No,Yes,Yes,Not Discussed,2025
LG4636,pre_renewal,Yes,No,Yes,No,Yes,Yes,Dissatisfied,20,Yes,Yes,No,Accredited,Yes,Yes,3,Yes,Not Discussed,0,Not Discussed,Yes,No,Yes,Yes,Not Discussed,2025
YZ0063,pre_renewal,Not Discussed,Not Discussed,Not Discussed,No,Yes,Yes,Dissatisfied,20,Yes,Not Discussed,No,Accredited,Yes,Yes,1,Yes,Yes,0,No,Yes,No,Yes,Yes,Not Discussed,2025
NH2222,pre_renewal,Not Discussed,Not Discussed,Not Discussed,No,Yes,Yes,Dissatisfied,20,Yes,No,No,Accredited,Yes,Yes,1,Yes,Yes,0,Not Discussed,Yes,No,Yes,Yes,Not Discussed,2025
AW2862,pre_renewal,Not Discussed,Not Discussed,Not Discussed,No,Yes,Yes,Dissatisfied,20,Yes,Yes,Yes,Accredited,No,Yes,2,Yes,Yes,0,Yes,Yes,No,Yes,Yes,Not Discussed,2026
EI5194,prior_year,Yes,Yes,Yes,No,Yes,Yes,Dissatisfied,20,Yes,Yes,Yes,Accredited,No,No,0,Yes,No,0,Yes,Yes,No,Yes,Yes,Not Discussed,2025
